Date,0050.TW,00632R.TW,00679B.TW,2303.TW,2308.TW,2317.TW,2330.TW,2376.TW,2377.TW,2382.TW,2454.TW,3711.TW,TSM,TWD=X,^GSPC,^NDX,^SOX,^TNX,^VIX
2017-05-31,10805204.0,24453000.0,,31476000.0,4656000.0,31111200.0,67475000.0,2019000.0,6324000.0,17559000.0,11672000.0,13095000.0,7663100.0,0.0,4518040000.0,2212130000.0,0.0,0.0,0.0
2017-06-01,8886768.0,15794000.0,,16660000.0,2563000.0,21784000.0,27589000.0,1173000.0,3726000.0,7770000.0,5294000.0,4290500.0,6016100.0,0.0,3860620000.0,1946000000.0,0.0,0.0,0.0
2017-06-02,14163736.0,34803000.0,,15826000.0,2692000.0,25496000.0,22573000.0,1346000.0,3615000.0,10650000.0,11260000.0,4800500.0,5779200.0,0.0,3465500000.0,1825450000.0,0.0,0.0,0.0
2017-06-03,14163736.0,0.0,,15826000.0,2692000.0,25496000.0,22573000.0,1346000.0,3615000.0,10650000.0,11260000.0,4800500.0,5779200.0,0.0,3465500000.0,1825450000.0,0.0,0.0,0.0
2017-06-05,13127008.0,33571000.0,,19736000.0,3661000.0,23156000.0,21457000.0,1607000.0,5546000.0,5987000.0,12226000.0,8951500.0,4819600.0,0.0,2916720000.0,1742160000.0,0.0,0.0,0.0
2017-06-06,4812028.0,19466000.0,,11556000.0,10150000.0,16924800.0,14912000.0,1923000.0,4627000.0,10220000.0,9704000.0,7901500.0,5028000.0,0.0,3376750000.0,1893110000.0,0.0,0.0,0.0
2017-06-07,7379160.0,38029000.0,,17570000.0,7330000.0,18737600.0,29514000.0,1849000.0,7200000.0,17227000.0,17411000.0,14788000.0,6537700.0,0.0,3576220000.0,1827220000.0,0.0,0.0,0.0
2017-06-08,7547444.0,19279000.0,,17613000.0,4529000.0,12027200.0,18437000.0,1083000.0,4025000.0,7302000.0,16218000.0,3117000.0,7593900.0,0.0,3735980000.0,2134350000.0,0.0,0.0,0.0
2017-06-09,12041656.0,40999000.0,,23332000.0,5080000.0,27054400.0,31774000.0,1566000.0,5776000.0,11197000.0,9941000.0,6941500.0,12040100.0,0.0,4029860000.0,3154590000.0,0.0,0.0,0.0
2017-06-12,13203260.0,58992000.0,,18772000.0,4855000.0,39863200.0,58256000.0,1457000.0,5141000.0,7320000.0,6066000.0,9455500.0,11057000.0,0.0,4031840000.0,2588860000.0,0.0,0.0,0.0
2017-06-13,6463920.0,46430000.0,,18369000.0,2789000.0,33906400.0,43566000.0,675000.0,2759000.0,7500000.0,5346000.0,7000000.0,4969400.0,0.0,3278240000.0,2063930000.0,0.0,0.0,0.0
2017-06-14,13522368.0,68712000.0,,23063000.0,3286000.0,31945600.0,36293000.0,1718000.0,6372000.0,3753000.0,6611000.0,6861500.0,7016400.0,0.0,3558640000.0,1949040000.0,0.0,0.0,0.0
2017-06-15,6029904.0,64714000.0,,15657000.0,2959000.0,17867200.0,17748000.0,1242000.0,3867000.0,3148000.0,5915000.0,3225000.0,4623300.0,0.0,3371980000.0,1870010000.0,0.0,0.0,0.0
