target,period,period_start,period_end,event,n,raw_gap_h1,resid_gap_h1,resid_hit_h1,resid_abs_lift_h1,event_resid_mean_h1,nonevent_resid_mean_h1,raw_gap_h2,resid_gap_h2,resid_hit_h2,resid_abs_lift_h2,event_resid_mean_h2,nonevent_resid_mean_h2,raw_gap_h3,resid_gap_h3,resid_hit_h3,resid_abs_lift_h3,event_resid_mean_h3,nonevent_resid_mean_h3,period_residual_influence_score
2376.TW,2020-06-30,2020-04-01,2020-06-30,has_market_brag,9,-0.008139396164529304,-0.009211614483978482,0.3333333333333333,-0.0036305362474805813,-0.006625347489928592,0.002586266994049891,0.006257273524219209,0.0050288159402634355,0.4444444444444444,0.008141755243374054,0.00844442106497189,0.003415605124708454,-0.009383698437965429,-0.010888999546888567,0.4444444444444444,0.0043010529097185085,-0.00186104396658499,0.009027955580303577,1.1606462451117585
00632R.TW,2019-12-31,2019-10-01,2019-12-31,posts_high,51,-0.00475921877905998,-0.004597639826856698,0.21568627450980393,-8.863491967055909e-05,-0.0036724734433942084,0.0009251663834624901,-0.007555111093794953,-0.0073033288368717095,0.17647058823529413,0.0008939097163671549,-0.006714312683244847,0.0005890161536268625,-0.010097240300293853,-0.00971024579811453,0.19607843137254902,0.004810303581139394,-0.01045888546262868,-0.0007486396645141498,1.158878042833139
2376.TW,2018-09-30,2018-07-02,2018-09-28,has_iran,8,0.016216994043145742,0.016622321805999853,0.375,-0.004544196431899485,0.010112496493854073,-0.006509825312145779,0.009170535522051732,0.009268430274599733,0.375,-0.015812789863478848,-0.0008792298044156223,-0.010147660079015354,0.003459272644595522,0.003164037733455612,0.25,-0.021471424928365408,-0.01145418297204337,-0.014618220705498982,1.1571319062418688
2376.TW,2019-03-31,2019-01-01,2019-03-29,deal_heavy,5,0.0075218118015745825,0.006790740050032799,0.4,0.0032745438327901957,0.007111136002343972,0.0003203959523111729,0.012035185102828628,0.011121046730997116,0.6,0.002800946753958318,0.013233406874851106,0.0021123601438539905,0.010787343941133468,0.009282771184232735,0.6,0.0018348193873175128,0.014512144889453859,0.0052293737052211235,1.1562413597688026
2454.TW,2020-09-30,2020-07-01,2020-09-30,deal_over_tariff,22,9.58580372841856e-06,-0.002100118747233226,0.45454545454545453,-0.00012251867315528353,-0.0016521154320944637,0.00044800331513876224,-0.0061332468781125,-0.008516553773823592,0.4090909090909091,0.003226099126011541,-0.005685222835939253,0.0028313309378843396,-0.014510289171698318,-0.017627736911421346,0.5,0.005032744038197437,-0.011391835659725945,0.0062359012516954,1.1559371880999254
3711.TW,2022-03-31,2022-01-03,2022-03-31,volume_drop,19,0.010071735828871138,0.007708606128756587,0.7368421052631579,-0.003179575082092696,0.005641099048344629,-0.002067507080411958,0.013583586939050669,0.010665389990703315,0.7368421052631579,-0.006090096482377599,0.0062166541060132054,-0.004448735884690109,0.012484266249678962,0.009341128943715736,0.631578947368421,-0.00989562798366749,0.0031876509904706887,-0.006153477953245047,1.1555492108063066
2454.TW,2018-03-31,2018-01-01,2018-03-30,has_night_post,13,-0.007141075508273055,-0.008524810957004135,0.23076923076923078,-0.000995993488532602,-0.005839311959011319,0.0026854989979928153,-0.00460762837576164,-0.006930697133424635,0.46153846153846156,0.0022558392329663987,-0.004057900041591263,0.0028727970918333715,0.01217090220759404,0.009984850276546128,0.6153846153846154,0.006144639714671607,0.009334495119712165,-0.000650355156833963,1.1554361423482569
2308.TW,2020-12-31,2020-10-01,2020-12-31,volume_drop,8,-0.005473323612842724,-0.00869504586996912,0.625,-0.003117777804442303,-0.004429582825338658,0.004265463044630461,-0.005325710513125099,-0.00903665581729022,0.5,-0.005767450705447395,-0.0009311079479559356,0.008105547869334285,-0.011772063651167716,-0.015013723710728184,0.5,-0.010548346099872014,-0.0017391948156306306,0.013274528895097554,1.1551530923729463
3711.TW,2023-06-30,2023-04-03,2023-06-30,deal_heavy,8,0.00012571597123506285,-0.0005704190866775605,0.75,0.0014704206272111026,-0.0006906607786630959,-0.00012024169198553543,0.012091187582766765,0.010543897162700353,0.5,0.006500445850971804,0.008892807372574304,-0.0016510897901260491,0.016325451040759987,0.014094587026511585,0.5,0.004535323344311608,0.012172702122596976,-0.001921884903914608,1.1540388520112541
2308.TW,2018-12-31,2018-10-01,2018-12-31,has_deal,18,-0.00097738000012935,-0.002378918856723397,0.3333333333333333,-0.0015999084448454076,-0.001728071582731969,0.0006508472739914277,-0.009187559032227123,-0.011235458562174958,0.2222222222222222,-0.0029186798872724885,-0.009222495522135268,0.00201296304003969,-0.011950408675293286,-0.014007844755975897,0.3333333333333333,-0.0010638287199982999,-0.01209700133380743,0.0019108434221684681,1.1538888326578431
2303.TW,2019-12-31,2019-10-01,2019-12-31,posts_high,51,0.00786327231037564,0.007616486500489862,0.43137254901960786,0.0028440933457258323,0.002892257306531316,-0.004724229193958546,0.008778535890350207,0.008538933523861883,0.5294117647058824,0.0037872635663491402,0.004882945553316147,-0.0036559879705457352,0.00989172207615752,0.009521426255015623,0.5686274509803921,0.005510569576983466,0.00702098452862711,-0.0025004417263885127,1.1533283102045893
3711.TW,2019-03-31,2019-01-01,2019-03-29,short_posts,16,-0.005691415083731388,-0.0053532799269273715,0.375,0.004612502275281949,-0.0035531913880434553,0.001800088538883916,-0.008062708172993397,-0.00840567473740071,0.3125,0.004424690245328718,-0.003661748710556834,0.004743926026843876,-0.00872749093192756,-0.009350051294521844,0.5,0.005989184185769127,-0.0018471887529258903,0.007502862541595954,1.1532386105085564
2376.TW,2025-12-31,2025-10-01,2025-12-31,volume_drop,21,0.008184764827705072,0.007468174084220984,0.47619047619047616,3.790075217085555e-05,0.0016592123414210448,-0.005808961742799939,0.011547596078160596,0.010710659844376415,0.38095238095238093,0.00364353228591208,-0.00022218943814210026,-0.010932849282518515,0.007938984321081435,0.007394539209386029,0.3333333333333333,0.006278667521549795,-0.007194215278505857,-0.014588754487891886,1.1525324749681796
2454.TW,2022-09-30,2022-07-01,2022-09-30,deal_only,10,-0.0012816043483595081,0.0015209844968125169,0.5,0.0029517774661510458,-0.0005251784373406128,-0.0020461629341531297,0.012094274856748903,0.01655689478696678,0.7,0.0022532850415937326,0.010289720747566481,-0.006267174039400297,0.006893785899898763,0.010160503587085137,0.4,-0.0011040396679821048,0.0032530490053460904,-0.006907454581739047,1.1520094235525444
2454.TW,2022-09-30,2022-07-01,2022-09-30,deal_over_tariff,10,-0.0012816043483595081,0.0015209844968125169,0.5,0.0029517774661510458,-0.0005251784373406128,-0.0020461629341531297,0.012094274856748903,0.01655689478696678,0.7,0.0022532850415937326,0.010289720747566481,-0.006267174039400297,0.006893785899898763,0.010160503587085137,0.4,-0.0011040396679821048,0.0032530490053460904,-0.006907454581739047,1.1520094235525444
3711.TW,2023-09-30,2023-07-03,2023-09-29,deal_heavy,7,-0.007084663450637801,-0.006654214225239052,0.5714285714285714,0.005983328953856042,-0.005470574115128343,0.0011836401101107082,-0.008226757987034726,-0.007797161821209388,0.2857142857142857,0.00859058097926077,-0.007483698725445788,0.0003134630957636001,-0.0014597760515216171,-0.0006502732479151201,0.42857142857142855,0.01592105557973248,-0.0023749503387863334,-0.0017246770908712133,1.1514797694906909
2376.TW,2021-03-31,2021-01-01,2021-03-31,silence_day,58,0.0009683655860006292,0.0024145893586649415,0.41379310344827586,0.007466454825149288,0.0026177795386584544,0.00020319017999351308,0.0038953491147326463,0.005925357338147755,0.5,0.015138822436082581,0.005145076625749313,-0.0007802807123984422,0.002374765752505649,0.004294547859284192,0.5172413793103449,0.016685221199625275,0.007393997978485241,0.0030994501192010498,1.1512495926105955
2317.TW,2024-03-31,2024-01-01,2024-03-29,deal_heavy,7,-0.0039604582781914985,-0.0024772726300965405,0.8571428571428571,-0.008481099657266195,0.002499667627965015,0.004976940258061556,-0.012226774554127797,-0.009978927405571323,0.7142857142857143,-0.013381568987775613,0.0015084154689767365,0.01148734287454806,-0.017495025008287594,-0.014997405364722188,0.5714285714285714,-0.008227066174223457,0.0031274213591201516,0.01812482672384234,1.1502003097155142
3711.TW,2017-06-30,2017-04-03,2017-06-30,volume_drop,8,-0.003873331166714157,-0.0035282625359922405,0.375,-0.00024967886067376113,-0.0038033038533344618,-0.00027504131734222114,-0.006341343835843913,-0.005956717287604422,0.25,0.0024162048261736537,-0.007118571180261046,-0.001161853892656624,-0.013205882902249026,-0.013200281861411941,0.125,0.004896931958824312,-0.014822502866489003,-0.001622221005077062,1.1500332483569486
2308.TW,2026-03-31,2026-01-02,2026-03-25,volume_spike,8,0.0031240411505125748,0.0012920525598922265,0.5,0.014053502032665977,0.007903458206359393,0.006611405646467167,-0.005123382347077831,-0.007072503054591225,0.625,0.003445826193767522,0.006806169089485538,0.013878672144076763,-0.013212411695860172,-0.015477442289839438,0.5,-0.015641900497832657,0.004283691807300714,0.019761134097140153,1.1500276463580168
2330.TW,2024-06-30,2024-04-01,2024-06-28,volume_drop,8,-0.0072433709960621,-0.003730914501289875,0.5,0.0009132539107440923,-0.0011671879706606119,0.0025637265306292633,-0.0030322628726169977,0.0010648859465265175,0.625,0.00522334115326413,0.005239005242364886,0.004174119295838368,0.010142384831662727,0.014097227807491178,0.75,0.016248708293274416,0.019427989526865447,0.005330761719374269,1.1498282435716585
2454.TW,2024-03-31,2024-01-01,2024-03-29,deal_heavy,7,-0.009612324174030337,-0.00832896008705295,0.2857142857142857,-0.006557127039002781,-0.006342574527591542,0.0019863855594614084,-0.014661496560471369,-0.012940345003399186,0.2857142857142857,-0.012865900062602242,-0.008356365497196382,0.004583979506202805,-0.009362974782198634,-0.007601199590332255,0.5714285714285714,-0.015692736277014875,-0.00106303393998056,0.006538165650351695,1.1498112381096113
2308.TW,2017-12-31,2017-10-02,2017-12-29,volume_drop,8,0.005277904000754971,0.005016491830720714,0.5,0.0028044287183547466,0.0020554156096163367,-0.0029610762211043774,0.008063622607985073,0.008249986040294692,0.375,-0.0025451240395299654,0.002062098477324413,-0.0061878875629702785,0.01717871142423307,0.017537799072449588,0.5,0.0007210063850622318,0.0070862902827719685,-0.01045150878967762,1.1492053956124784
2382.TW,2022-12-31,2022-10-03,2022-12-30,posts_very_high,6,-0.004840668195839029,-0.004694148035302316,0.3333333333333333,-0.00038837988549095086,-0.005900503038779557,-0.001206355003477241,-0.0056163210935838564,-0.006751672587233213,0.16666666666666666,0.00455425442104262,-0.009927344588430816,-0.003175672001197603,-0.009403080835779207,-0.01144623128324191,0.3333333333333333,0.004100528068277513,-0.01604425909479912,-0.004598027811557212,1.1489960953940255
2454.TW,2019-06-30,2019-04-01,2019-06-28,has_night_post,28,-0.0005643719191358873,-0.0029740154547142923,0.42857142857142855,-0.0033869518266070337,-0.001727395448893824,0.0012466200058204682,-0.005191181394823799,-0.00905155537570911,0.35714285714285715,0.0024417949113226117,-0.005293845272663044,0.003757710103046066,-0.007849850468045262,-0.012103519890039174,0.21428571428571427,0.006155755882707174,-0.007331519870530067,0.004772000019509106,1.1479351622157805
2382.TW,2023-09-30,2023-07-03,2023-09-29,has_action,11,-0.00021832407329312395,-0.0008461804015472063,0.5454545454545454,-0.007358652987864058,0.00714829989461327,0.007994480296160476,-0.0134491313983537,-0.014438050202493497,0.6363636363636364,0.009124817196965888,0.002044221080539198,0.016482271283032694,-0.010872782216630128,-0.011563673678607672,0.5454545454545454,-0.015846016670733994,0.01058494908116772,0.02214862275977539,1.1476170716264997
2382.TW,2021-03-31,2021-01-01,2021-03-31,short_posts,5,0.006374609987078628,0.005149454324649789,0.6,0.0025043127238944703,0.006988383042768174,0.0018389287181183856,0.012968988560004908,0.011230475277605073,0.6,0.006284540747432874,0.014587306355043484,0.003356831077438411,0.010660232302785316,0.010069267045338838,0.6,-0.0023782080896897345,0.014940236456977127,0.004870969411638289,1.1460383741341928
2454.TW,2020-06-30,2020-04-01,2020-06-30,has_relief,7,-0.007015258524538886,-0.002605237734843536,0.5714285714285714,0.00175628948413422,0.0034050244699447584,0.0060102622047882946,-0.017411537987236544,-0.010937197380843781,0.5714285714285714,0.0054942592200588475,0.0029689579406806735,0.013906155321524455,-0.019760881090439896,-0.011807075973334316,0.42857142857142855,0.005258865659833682,0.009654553159283829,0.021461629132618145,1.1456969292132033
2330.TW,2018-12-31,2018-10-01,2018-12-31,has_tariff,9,-0.005503600430824911,-0.008872555152383395,0.2222222222222222,-3.032614615481634e-05,-0.009915977467095246,-0.0010434223147118506,-0.008341806902069076,-0.010668159064195817,0.3333333333333333,0.005555745416384022,-0.015375132150032438,-0.0047069730858366205,-0.002666312509688529,-0.004511783889603806,0.4444444444444444,0.003660882158680174,-0.014475616222320877,-0.009963832332717071,1.1450529140537775
3711.TW,2020-09-30,2020-07-01,2020-09-30,has_iran,6,-0.0051058942742179415,-0.0036339699208693226,0.3333333333333333,-0.0027741937864634893,-0.0067319730003713866,-0.003098003079502064,-0.010468399980809388,-0.00899273822283356,0.3333333333333333,0.005796178348513568,-0.015519702709737626,-0.006526964486904066,-0.009337928509255019,-0.0076688850855541005,0.3333333333333333,0.011134889775681861,-0.017309921647014358,-0.009641036561460257,1.1448300112023766
2317.TW,2018-03-31,2018-01-01,2018-03-30,volume_drop,8,-0.008812240095661658,-0.009608009854730589,0.25,0.005183117708164757,-0.009717317148497467,-0.00010930729376687846,-0.0058717693007266725,-0.007351011652021908,0.375,0.005760128505939575,-0.00935057738293754,-0.0019995657309156323,-0.005647847916527854,-0.006235557491595401,0.375,-0.0009711820361369833,-0.01005749062121151,-0.0038219331296161087,1.144178982620031
00632R.TW,2018-12-31,2018-10-01,2018-12-31,attack_heavy,6,-0.006846429812461061,-0.004631276903552302,0.3333333333333333,-0.0016391057061302663,-0.004877701824867398,-0.00024642492131509623,-0.013009744695416995,-0.010970587738327183,0.3333333333333333,-0.0006140508089528297,-0.011788746351726295,-0.0008181586133991121,-0.017037615651910077,-0.013004532709812772,0.3333333333333333,0.0002677121164943591,-0.013804514940790403,-0.0007999822309776312,1.1441342151552012
2317.TW,2023-09-30,2023-07-03,2023-09-29,china_streak_3d,5,0.004879648995066702,0.0006533246730800444,0.2,-0.0018600378053782937,0.00018217452239030797,-0.00047115015068973645,0.017009398762993958,0.010747372093218023,0.8,-0.0027082034535130684,0.008254282833427084,-0.0024930892597909387,0.020862214620305165,0.014644884031838869,0.6,0.0014812566068764937,0.010366855750937893,-0.004278028280900977,1.1441245647447866
3711.TW,2020-12-31,2020-10-01,2020-12-31,deal_only,14,-0.007236678270818719,-0.004807506547107133,0.42857142857142855,0.004306017381684358,-0.0011828485015777355,0.0036246580455293973,-0.013672912188907703,-0.010381042994069662,0.42857142857142855,0.0034819748822061958,-0.0015183141966207615,0.0088627287974489,-0.014312165928767173,-0.010056106182119443,0.42857142857142855,0.0044092970911496845,0.0031249587201913577,0.013181064902310802,1.1432857534668053
2382.TW,2018-06-30,2018-04-02,2018-06-29,has_iran,7,-0.004274605800800013,-0.005254248783235472,0.14285714285714285,-0.002771378807612547,-0.006973951336334542,-0.0017197025530990698,-0.008317450958362125,-0.009645461713671455,0.14285714285714285,0.0013744614016215437,-0.013535777099858261,-0.003890315386186807,-0.005140687182761889,-0.005931585536636474,0.0,-0.005536797671624703,-0.013308403485907044,-0.00737681794927057,1.1428405446571754
2330.TW,2020-03-31,2020-01-01,2020-03-31,short_posts,48,0.006196204564339522,0.006540889023036737,0.4791666666666667,0.0027494740048881923,-0.0012844174555851318,-0.007825306478621868,0.005860557479097212,0.00664148519699509,0.4375,-0.002657794321865383,-0.005463313860809313,-0.012104799057804403,0.01574717824015969,0.015427331883574034,0.2708333333333333,-0.0068001629568058275,-0.007871044361630905,-0.02329837624520494,1.142566306516105
0050.TW,2020-03-31,2020-01-01,2020-03-31,pre_relief,5,0.003942293296230354,-0.001421616393910574,0.6,-0.0009843703899185367,-0.0042582595643449375,-0.0028366431704343635,0.019172070630686912,0.013114741814427129,0.6,-0.007972727187981565,0.005456803800583337,-0.007657938013843791,0.026150696037672606,0.01619655889942614,0.4,-0.009821317470589726,0.004174484625720618,-0.012022074273705522,1.1423481649510754
2308.TW,2019-12-31,2019-10-01,2019-12-31,posts_high,51,0.006762469735625613,0.006237984702992904,0.49019607843137253,-0.0013694372992099947,0.0017310028385827674,-0.0045069818644101365,0.00740335556633958,0.0071879230859195915,0.49019607843137253,0.004094847050578918,0.002493661564667734,-0.004694261521251858,0.01611952703873414,0.015695144692371814,0.6078431372549019,0.0012492510340904942,0.005137139990243588,-0.010558004702128226,1.1417661481038337
2317.TW,2018-06-30,2018-04-02,2018-06-29,open_deal,9,-0.005724335655077159,-0.00661160110748913,0.3333333333333333,0.014554339359237084,-0.007214377906430812,-0.0006027767989416811,-0.0033680098555491462,-0.004556096865330963,0.2222222222222222,0.00831883129696135,-0.007074547806376563,-0.0025184509410456,-0.0020254215096603867,-0.004001426098129273,0.3333333333333333,0.0016879447783949217,-0.008176188975867546,-0.004174762877738273,1.141718947575179
2330.TW,2023-06-30,2023-04-03,2023-06-30,high_emotion,14,-0.001846455207967688,-0.004004512476195319,0.35714285714285715,0.0011285308177295793,-0.0032144537260279074,0.0007900587501674121,-0.007245378785341854,-0.009330140434016133,0.21428571428571427,-0.0005594387894069606,-0.006892483658985803,0.0024376567750303297,-0.011124987881593539,-0.0131112832784419,0.2857142857142857,-0.003874745343915206,-0.009205847548579968,0.0039054357298619322,1.141706269547341
2377.TW,2018-03-31,2018-01-01,2018-03-30,short_posts,9,0.007966230896451335,0.008188153541106772,0.7777777777777778,0.013851444345144591,0.011761846978034911,0.0035736934369281384,-0.005487393844302223,-0.005265820830103544,0.5555555555555556,0.002629228025413686,0.0036507660935091216,0.008916586923612666,-0.005994689705134168,-0.005819574318858634,0.5555555555555556,0.004307324281460259,0.005573950597866958,0.011393524916725592,1.141573714428844
2454.TW,2023-09-30,2023-07-03,2023-09-29,has_deal,15,-0.0037012393576859883,-0.003681302401403317,0.4666666666666667,0.0038331607851124026,-0.001884337091202449,0.0017969653102008676,0.0025295134723483407,0.0032292243582102034,0.5333333333333333,0.008671166490313777,0.003880677127966197,0.0006514527697559935,0.011173468845202242,0.01209401064085726,0.6,0.012965408086453103,0.011115102690268426,-0.0009789079505888346,1.1412616121583006
2454.TW,2023-09-30,2023-07-03,2023-09-29,deal_over_tariff,15,-0.0037012393576859883,-0.003681302401403317,0.4666666666666667,0.0038331607851124026,-0.001884337091202449,0.0017969653102008676,0.0025295134723483407,0.0032292243582102034,0.5333333333333333,0.008671166490313777,0.003880677127966197,0.0006514527697559935,0.011173468845202242,0.01209401064085726,0.6,0.012965408086453103,0.011115102690268426,-0.0009789079505888346,1.1412616121583006
2454.TW,2017-03-31,2017-01-05,2017-03-31,lots_of_excl,23,0.008242601258375806,0.008300636067353385,0.6086956521739131,0.0026492117495107003,0.00324941716683306,-0.0050512189005203255,0.01001176259352483,0.010302773546494167,0.43478260869565216,0.0031594305038185715,0.0024038343759425363,-0.00789893917055163,0.007671228993297242,0.007665293187785003,0.43478260869565216,0.003435130384821846,-0.0007969602403210227,-0.008462253428106026,1.1411769872546196
2382.TW,2017-12-31,2017-10-02,2017-12-29,brag_heavy,6,-0.007909349965433387,-0.004367149139872911,0.3333333333333333,0.0014675267318082393,-0.006656448961246425,-0.0022892998213735146,-0.014428318937657598,-0.010346241080649743,0.0,0.0005525342342660427,-0.01497479859263544,-0.004628557511985697,-0.0008617654211064557,0.00403134141532245,0.16666666666666666,0.007791680173112152,-0.004672319152552247,-0.008703660567874697,1.1411458416718305
2382.TW,2018-09-30,2018-07-02,2018-09-28,has_russia,23,0.0054993773692641424,0.005770564820792088,0.6956521739130435,-0.0020677135590304345,0.0037262908183720196,-0.0020442740024200676,0.010710946385426754,0.010369803333983307,0.6956521739130435,-0.0010935073612953396,0.006488328587894638,-0.003881474746088668,0.012034343061908738,0.011658287744471332,0.6521739130434783,-0.0010933920035275223,0.007598306508930086,-0.004059981235541246,1.1395618219015586
2377.TW,2022-09-30,2022-07-01,2022-09-30,volume_drop,13,-0.00547802635067436,-0.009285812716856783,0.38461538461538464,0.0004536202608373986,-0.005576275757347256,0.003709536959509527,-0.004262931984455878,-0.0076239238227692775,0.46153846153846156,-0.0021833640086848898,-0.0017297210330518543,0.005894202789717424,-0.005087018716947014,-0.008676187453574187,0.3076923076923077,0.0082345731973828,-0.0002102640999596752,0.008465923353614511,1.1394425460911128
2330.TW,2022-06-30,2022-04-01,2022-06-30,volume_drop,25,0.011215821010983933,0.007831631966180377,0.52,-0.0022594235778834095,0.001488160466058336,-0.006343471500122042,0.015187908483189608,0.010772951253611718,0.44,-0.0043073755553724065,-0.0024242140247166754,-0.013197165278328394,0.017813473088081837,0.012780045687798232,0.4,-0.006193855627480614,-0.006544445253476058,-0.01932449094127429,1.1387352622998923
3711.TW,2022-12-31,2022-10-03,2022-12-30,pre_deal,7,-0.004539672008121258,6.623572535847553e-05,0.5714285714285714,-0.0026249047510846103,0.0011739560545711862,0.0011077203292127107,-0.015445511827424024,-0.011694088031844196,0.14285714285714285,0.001293926062546618,-0.0080011323606313,0.0036929556712128947,-0.01650093299343685,-0.013258947241848024,0.14285714285714285,-0.006334768748839644,-0.008607432821411553,0.00465151442043647,1.1382403116656938
2377.TW,2024-06-30,2024-04-01,2024-06-28,has_china,12,0.01097031413437976,0.010170197784886334,0.75,0.004172781899930755,0.008873880872333182,-0.0012963169125531522,-0.004093416507310391,-0.004884075387558213,0.5833333333333334,0.005195428898624104,-0.0028966965267678887,0.0019873788607903237,-0.009005740506216631,-0.010284166062616062,0.5,-0.0012655621425424028,-0.006428494508265284,0.003855671554350779,1.1375120924969944
2303.TW,2020-03-31,2020-01-01,2020-03-31,short_posts,48,0.0051195280784380095,0.0068912766079326,0.4791666666666667,0.000598781292213255,-0.001390331254252038,-0.008281607862184638,0.00906100628975598,0.011768904891550927,0.4166666666666667,-0.005400353267009227,-0.003624530187285828,-0.015393435078836755,0.00991116939331129,0.011680227349346668,0.375,-0.0035838717454947724,-0.0074396334873975635,-0.019119860836744232,1.1366337417012224
2376.TW,2019-12-31,2019-10-01,2019-12-31,open_tariff,5,0.0008904466492236989,-0.001809129943585169,0.4,-0.0051065792967187155,-0.003148230409887176,-0.001339100466302007,0.011720991468357075,0.008282476057886746,0.6,0.004959540939843753,0.0047563720302747445,-0.003526104027612002,0.015334681509318063,0.011807199333422003,0.8,0.008354722671132653,0.006703921094716061,-0.0051032782387059415,1.1364488327050177
2377.TW,2019-06-30,2019-04-01,2019-06-28,open_deal,10,-0.008845532541456315,-0.006831798170029459,0.2,0.008630851598615586,-0.005991029709192653,0.0008407684608368062,-0.008885505772553601,-0.005806011730637491,0.4,-0.0006129398575015071,-0.004678189842528884,0.001127821888108608,-0.01538263021037174,-0.011418169767699164,0.4,-0.00012611986337121572,-0.009310235877008733,0.00210793389069043,1.1363591349837807
2377.TW,2023-12-31,2023-10-02,2023-12-29,has_action,20,0.008633505478912876,0.008265091760464863,0.75,-0.0006596336468147924,0.007569025460567304,-0.0006960662998975592,0.008612728647212301,0.008699776859362511,0.65,-0.00029843540358818685,0.009894846972395248,0.0011950701130327371,0.010698417674757979,0.010703036866832202,0.65,-0.0017354101215949387,0.012973153308999327,0.0022701164421671254,1.1360420739325534
2317.TW,2018-12-31,2018-10-01,2018-12-31,short_posts,16,0.00011071559270078336,0.0036065124505157563,0.4375,-0.0005110092720433512,-0.0016798032311260125,-0.005286315681641769,-0.015498932383152772,-0.010915218680686534,0.3125,0.0037535805165919596,-0.01775285400948086,-0.006837635328794325,-0.015888323328557656,-0.011828259711096354,0.25,-0.002276489145555914,-0.024313796564064544,-0.01248553685296819,1.135891503460383
2382.TW,2022-12-31,2022-10-03,2022-12-30,has_russia,20,-0.00507475736824255,-0.003431932374025291,0.35,0.0015619381789527074,-0.004015614157984195,-0.0005836817839589039,-0.010472692565786349,-0.008685995051860086,0.3,0.004861285288295299,-0.009812284506691497,-0.001126289454831411,-0.011006542852783179,-0.010314194653982783,0.3,0.00399677263166676,-0.012795199305844546,-0.0024810046518617635,1.1351825620214189
3711.TW,2019-06-30,2019-04-01,2019-06-28,china_streak_3d,5,-0.00223247772639229,0.002255604434563542,0.2,-0.00970561590384455,0.0005918354269539279,-0.0016637690076096142,-0.00959403304628527,-0.004383077104221096,0.4,-0.00045046448065959657,-0.00790982962470044,-0.0035267525204793443,-0.023245285076127508,-0.01748086131658115,0.2,0.004755266325958012,-0.022473329045593963,-0.004992467729012814,1.134490128637107
3711.TW,2018-12-31,2018-10-01,2018-12-31,open_tariff,5,3.6898611240286736e-05,-0.0018481015510937188,0.4,-0.004817283271111918,-0.0053930442504858496,-0.0035449426993921307,-0.01418582071511826,-0.01645457472306542,0.0,0.0030128744927696294,-0.02416120646689668,-0.007706631743831258,-0.002705988269777169,-0.004686225287960054,0.2,-0.0003798697008282857,-0.019137726897219327,-0.014451501609259274,1.1344288883090805
2330.TW,2023-03-31,2023-01-02,2023-03-31,china_streak_3d,7,-0.0041974788754935155,-0.0030490717107127347,0.5714285714285714,-0.002012203700328114,-0.0021611968982630926,0.0008878748124496424,-0.010310946229158378,-0.009371364064479273,0.2857142857142857,-0.005360429253567585,-0.006157965747288452,0.00321339831719082,-0.01682271562192219,-0.01597330307802412,0.2857142857142857,-0.00879960184738268,-0.010347179058017733,0.005626124020006386,1.1339190438573359
2377.TW,2020-06-30,2020-04-01,2020-06-30,deal_heavy,7,-0.007578637808164531,-0.006147603203350191,0.2857142857142857,0.010120938246031776,-0.00381461879174693,0.0023329844116032603,-0.006084381362791927,-0.004505335138049993,0.42857142857142855,0.006881608407158367,0.00050493211845493,0.005010267256504924,-0.011873086733358393,-0.008817608646407746,0.42857142857142855,0.003686194406697138,0.00015085323035040878,0.008968461876758154,1.1336726183894699
2377.TW,2024-03-31,2024-01-01,2024-03-29,open_deal,7,-0.011514529566607803,-0.011496709035113725,0.14285714285714285,0.0046959527544629485,-0.01363698992438823,-0.002140280889274504,-0.008104705166948691,-0.008057860549071193,0.14285714285714285,-0.0021429511370345683,-0.01320603862187926,-0.005148178072808067,0.002438265924648254,0.002197107317070468,0.2857142857142857,-0.00019160473006928427,-0.006089810866744666,-0.008286918183815134,1.1336400008901697
2454.TW,2017-03-31,2017-01-05,2017-03-31,pre_deal,6,0.003251470131943129,0.0031797931324332065,0.5,0.0008667687820403634,0.0008561277359530184,-0.002323665396480188,0.003866563859201669,0.00438794066751164,0.3333333333333333,-0.0012913526470833877,-0.00016756758932100625,-0.004555508256832646,0.017456277641821637,0.018788630129624277,0.5,0.009915111536561251,0.011335423725983479,-0.0074532064036407965,1.1332581266751063
2454.TW,2023-06-30,2023-04-03,2023-06-30,deal_heavy,8,0.00925359333499236,0.006053472570244127,0.625,0.0017041034081124364,0.0031878874295791257,-0.0028655851406650017,0.014287013091503799,0.010266325175877875,0.625,-0.007196111887533238,0.005497179843793769,-0.004769145332084106,0.017888403865775754,0.012410865023369449,0.625,-0.012086000033079762,0.00590199708758877,-0.006508867935780678,1.1330627282249512
2317.TW,2020-12-31,2020-10-01,2020-12-31,has_positive,61,0.007720112888545788,0.006967059471572357,0.4918032786885246,-0.0003839841510750435,0.0019388634667333406,-0.005028196004839016,-0.006348177800936287,-0.007760767652557241,0.5409836065573771,-0.01531199231248678,0.003959232689494082,0.011720000342051323,-0.016259354470306023,-0.017446464155894063,0.4918032786885246,-0.015886432310735204,0.007218894575260275,0.024665358731154337,1.132873402911349
2308.TW,2023-03-31,2023-01-02,2023-03-31,has_action,11,0.01324788477782312,0.008280043573076934,0.6363636363636364,0.002449441589150312,0.005334347242084502,-0.002945696330992432,0.010801432236158677,0.005795625262547442,0.45454545454545453,0.004573018679957519,0.0027079776392766445,-0.003087647623270797,0.015469532276136903,0.010329455630193874,0.6363636363636364,0.00425022988933897,0.006420797861943725,-0.003908657768250148,1.132291990726541
